数据来源部门,业务域,表英文名称,表中文名称,字段英文名称,字段中文名称,字段说明,字段类型,字段长度,是否主键,是否外键,外键关联字段,来源表的英文名称,来源表的中文名称,来源字段的英文名称,来源字段的中文名称,备注
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,buyerdwbm,需方单位编码,,varchar(32),32,,,,ods_cg_xtlldw,组织机构,BUYERDWBM,需方单位编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,buyerdwmc,需方单位名称,,varchar(32),32,,,,ods_cg_xtlldw,组织机构,BUYERDWMC,需方单位名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,fhmc,分行名称,,text,65535,,,,ods_cg_xtlldw,组织机构,FHMC,分行名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,gkglbmbm,归口管理部门编码,,varchar(80),80,,,,ods_cg_xtlldw,组织机构,GKGLBMBM,归口管理部门编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,gkglbmmc,归口管理部门名称,,varchar(80),80,,,,ods_cg_xtlldw,组织机构,GKGLBMMC,归口管理部门名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,tyrbm,停用人编码,,varchar(100),100,,,,ods_cg_xtlldw,组织机构,TYRBM,停用人编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,tyrmc,停用人名称,,varchar(200),200,,,,ods_cg_xtlldw,组织机构,TYRMC,停用人名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,tysj,停用时间,,datetime,-,,,,ods_cg_xtlldw,组织机构,TYSJ,停用时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,iszdbh,是否自动编号（合同）,0 手动编号  1 自动编号,varchar(2),2,,,,ods_cg_xtlldw,组织机构,ISZDBH,是否自动编号（合同） 0 手动编号  1 自动编号,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,cghtdh,采购合同代号,,varchar(40),40,,,,ods_cg_xtlldw,组织机构,CGHTDH,采购合同代号,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,islimitdefault,是否缺省限额,0-不缺省，1-缺省。缺省的时候取协议金额,varchar(2),2,,,,ods_cg_xtlldw,组织机构,ISLIMITDEFAULT,是否缺省限额 0-不缺省，1-缺省。缺省的时候取协议金额,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,erphtvalidate,ERP合同是否生效,导入ERP系统后是否自动生效，默认是未生效 0-未生效，1-生效,varchar(1),1,,,,ods_cg_xtlldw,组织机构,ERPHTVALIDATE,ERP合同是否生效，导入ERP系统后是否自动生效，默认是未生效 0-未生效，1-生效,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,xgsj,组织机构修改或创建时间,,datetime,-,,,,ods_cg_xtlldw,组织机构,MODIFIEDTIME,组织机构修改或创建时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,quoteincludetax,签订采购订单时是否含税报价,0-否 1-是,varchar(2),2,,,,ods_cg_xtlldw,组织机构,QUOTEINCLUDETAX,签订采购订单时是否含税报价 0-否 1-是,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,checkintaxinclusive,是否含税入库,（1-是 其它-否）,varchar(1),1,,,,ods_cg_xtlldw,组织机构,CHECKINTAXINCLUSIVE,是否含税入库（1-是 其它-否）,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,sydw,是否是事业部,0否，1是,varchar(32),32,,,,ods_cg_xtlldw,组织机构,SYDW,是否是事业部0否，1是,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,canupdatequantity,二级计划审核时是否可修改数量,(现只用于中铝),varchar(2),2,,,,ods_cg_xtlldw,组织机构,CANUPDATEQUANTITY,二级计划审核时是否可修改数量(现只用于中铝),靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,csicorganizer,中船专用,0-非承办单位 1-承办单位,varchar(32),32,,,,ods_cg_xtlldw,组织机构,CSICORGANIZER,中船专用 0-非承办单位 1-承办单位,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,purchaserincharge,是否采购员负责,（0-否 1-是）：被分配过的计划就只有采购员能看到,varchar(1),1,,,,ods_cg_xtlldw,组织机构,PURCHASERINCHARGE,是否采购员负责（0-否 1-是）：被分配过的计划就只有采购员能看到,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,memberorgtype,成员单位类别,对应XT_BASECODE中CLASSFICATION为MEMBERORGTYPE的CODE,varchar(8),8,,,,ods_cg_xtlldw,组织机构,MEMBERORGTYPE,成员单位类别 对应XT_BASECODE中CLASSFICATION为MEMBERORGTYPE的CODE,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,businessclassification,业务分类,三位0/1分别标识是否包含物资、工程、服务业务，如110代表有物资业务和工程业务，无服务业务,varchar(3),3,,,,ods_cg_xtlldw,组织机构,BUSINESSCLASSIFICATION,业务分类 三位0/1分别标识是否包含物资、工程、服务业务，如110代表有物资业务和工程业务，无服务业务,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,orgtype,组织机构类别,（0法人单位，1成员单位，2其他）,varchar(2),2,,,,ods_cg_xtlldw,组织机构,ORGTYPE,组织机构类别（0法人单位，1成员单位，2其他）,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,consignee_phone,收货人电话,,varchar(16),16,,,,ods_cg_xtlldw,组织机构,CONSIGNEE_PHONE,收货人电话,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,consignee,收货人,,varchar(16),16,,,,ods_cg_xtlldw,组织机构,CONSIGNEE,收货人,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,yz,阈值,,varchar(64),64,,,,ods_cg_xtlldw,组织机构,YZ,阈值,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,wfgzrbm,我方盖章人编码,,varchar(20),20,,,,ods_cg_xtlldw,组织机构,WFGZRBM,我方盖章人编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,dwbm_4a,对照4A单位编码,,varchar(64),64,,,,ods_cg_xtlldw,组织机构,DWBM_4A,对照4A单位编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,dwmc_4a,对照4A单位名称,,varchar(256),256,,,,ods_cg_xtlldw,组织机构,DWMC_4A,对照4A单位名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,legalentityflag,是否法人单位,1-是 0- 否,varchar(1),1,,,,ods_cg_xtlldw,组织机构,LEGALENTITYFLAG,是否法人单位 1-是 0- 否,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,dfxtdwbm,对方系统单位编码,,varchar(125),125,,,,ods_cg_xtlldw,组织机构,dfxtdwbm,对方系统单位编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,dfxtdwmc,对方系统单位名称,,varchar(250),250,,,,ods_cg_xtlldw,组织机构,dfxtdwmc,对方系统单位名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,dfxtsjdwbm,对方系统上级单位编码,,varchar(125),125,,,,ods_cg_xtlldw,组织机构,dfxtsjdwbm,对方系统上级单位编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,lastupdatetime,最后修改时间,,timestamp,-,,,,ods_cg_xtlldw,组织机构,LASTUPDATETIME,最后修改时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,zzlx,组织类型,1-法人组织；2-部门；3-非法人分公司；4-虚拟组织；,varchar(4),4,,,,ods_cg_xtlldw,组织机构,ZZLX,1-法人组织；2-部门；3-非法人分公司；4-虚拟组织；,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,khbm,客户（业主）编码,,varchar(32),32,,,,ods_cg_xtlldw,组织机构,KHBM,客户(业主)编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,khmc,客户（业主）名称,,varchar(250),250,,,,ods_cg_xtlldw,组织机构,KHMC,客户(业主)名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,gysbm,对应供应商编码,,varchar(80),80,,,,ods_cg_xtlldw,组织机构,GYSBM,对应供应商编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,gysmc,对应供应商名称,,varchar(160),160,,,,ods_cg_xtlldw,组织机构,GYSMC,对应供应商名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,rg,是否人工导入,数值若>=1是人工导入数据  0/null-不是,varchar(10),10,,,,ods_cg_xtlldw,组织机构,RG,数值若>=1是人工导入数据  0/null-不是,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,dfxtbm,对方系统编码,,varchar(125),125,,,,ods_cg_xtlldw,组织机构,dfxtbm,对方系统编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,dfxtmc,对方系统名称,,varchar(250),250,,,,ods_cg_xtlldw,组织机构,dfxtmc,对方系统名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,dfxtsjdwmc,对方系统上级单位名称,,varchar(250),250,,,,ods_cg_xtlldw,组织机构,dfxtsjdwmc,对方系统上级单位名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,manager,部门负责人,(用于工作流参数配置),varchar(64),64,,,,ods_cg_xtlldw,组织机构,manager,部门负责人(用于工作流参数配置),靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,managername,部门负责人名称,,varchar(80),80,,,,ods_cg_xtlldw,组织机构,managerName,部门负责人名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,chargeofleader,分管领导,(用于工作流参数配置),varchar(64),64,,,,ods_cg_xtlldw,组织机构,chargeOfLeader,分管领导(用于工作流参数配置),靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,chargeofleadername,分管领导名称,,varchar(80),80,,,,ods_cg_xtlldw,组织机构,chargeOfLeaderName,分管领导名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_xtlldw,组织机构,lastutd,最后更新日期,,datetime,,,,,ods_cg_xtlldw,组织机构,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,wzbm,物资编码,,varchar(20),20,PK,FK,,ods_cg_xtwzbm,物资编码表,WZBM,物资编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,wzmc,物资名称,,varchar(640),640,,FK,,ods_cg_xtwzbm,物资编码表,WZMC,物资名称,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,ggxh,规格型号,,text,65535,,,,ods_cg_xtwzbm,物资编码表,GGXH,规格型号,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,cz,材质,,text,65535,,,,ods_cg_xtwzbm,物资编码表,CZ,材质,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,jlxz,计量性质,,varchar(160),160,,,,ods_cg_xtwzbm,物资编码表,JLXZ,计量性质,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,jldw,计量单位,,varchar(160),160,,,,ods_cg_xtwzbm,物资编码表,JLDW,计量单位,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,jlxz2,,,varchar(160),160,,,,ods_cg_xtwzbm,物资编码表,JLXZ2,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,jldw2,,,varchar(160),160,,,,ods_cg_xtwzbm,物资编码表,JLDW2,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,xs,,,"decimal(8,3)",-,,,,ods_cg_xtwzbm,物资编码表,XS,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,bc,,,"decimal(8,3)",-,,,,ods_cg_xtwzbm,物资编码表,BC,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,tc,,,"decimal(8,3)",-,,,,ods_cg_xtwzbm,物资编码表,TC,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zjbz,,,varchar(16),16,,,,ods_cg_xtwzbm,物资编码表,ZJBZ,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,sbbz,,,varchar(16),16,,,,ods_cg_xtwzbm,物资编码表,SBBZ,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,sbbm,,,varchar(80),80,,,,ods_cg_xtwzbm,物资编码表,SBBM,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,yhbm,用户编码,,varchar(80),80,,,,ods_cg_xtwzbm,物资编码表,YHBM,用户编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,rq,日期,,datetime,-,,,,ods_cg_xtwzbm,物资编码表,RQ,日期,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zgcb,,,"decimal(14,4)",-,,,,ods_cg_xtwzbm,物资编码表,ZGCB,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zdcb,,,"decimal(14,4)",-,,,,ods_cg_xtwzbm,物资编码表,ZDCB,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,cbrq,,,datetime,-,,,,ods_cg_xtwzbm,物资编码表,CBRQ,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,xbz,,,varchar(16),16,,,,ods_cg_xtwzbm,物资编码表,XBZ,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,nouse,是否停用,,varchar(16),16,,,,ods_cg_xtwzbm,物资编码表,NOUSE,停用标志,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,xwzbm,,,text,65535,,,,ods_cg_xtwzbm,物资编码表,XWZBM,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,yhmc,,,varchar(200),200,,,,ods_cg_xtwzbm,物资编码表,YHMC,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,bzh,,,text,65535,,,,ods_cg_xtwzbm,物资编码表,BZH,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,ywbm,业务编码,,text,65535,,,,ods_cg_xtwzbm,物资编码表,YWBM,业务编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zjbm,主机编码,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,ZJBM,主机编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zjms,主机描述,,varchar(600),600,,,,ods_cg_xtwzbm,物资编码表,ZJMS,主机描述,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zjjldw,主机计量单位,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,ZJJLDW,主机计量单位,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zzcbm,制造厂编码,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,ZZCBM,制造厂编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zzcmc,制造厂名称,,varchar(100),100,,,,ods_cg_xtwzbm,物资编码表,ZZCMC,制造厂名称,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zyflbm,专业分类编码,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,ZYFLBM,专业分类编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zyflmc,专业分类名称,,varchar(100),100,,,,ods_cg_xtwzbm,物资编码表,ZYFLMC,专业分类名称,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,jhqdbm,采购渠道编码,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,JHQDBM,采购渠道编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,jhqdmc,采购渠道名称,,varchar(100),100,,,,ods_cg_xtwzbm,物资编码表,JHQDMC,采购渠道名称,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,sqdwbm,申请单位编码,物资编码申请表,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,SQDWBM,申请单位编码--物资编码申请表,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,sqdwmc,申请单位名称,,varchar(200),200,,,,ods_cg_xtwzbm,物资编码表,SQDWMC,申请单位名称--物资编码申请表,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,sqqrrbm,申请确认人编码,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,SQQRRBM,申请确认人编码--物资编码申请表,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,sqqrrmc,申请确认人名称,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,SQQRRMC,申请确认人名称--物资编码申请表,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,wlzbm,物料组编码,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,WLZBM,物料组编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,isproduct,物资类别,0-物料 1-产品,varchar(2),2,,,,ods_cg_xtwzbm,物资编码表,ISPRODUCT,物资类别 0-物料 1-产品,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,ggxhbak,规格型号备份字段,,text,65535,,,,ods_cg_xtwzbm,物资编码表,GGXHBAK,规格型号备份字段,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,czbak,材质备份字段,,text,65535,,,,ods_cg_xtwzbm,物资编码表,CZBAK,材质备份字段,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,xgsj,物资编码修改或创建时间,,datetime,,,,,ods_cg_xtwzbm,物资编码表,modifiedtime,物资编码修改或创建时间,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,mdmwzbmid,,,varchar(20),20,,,,ods_cg_xtwzbm,物资编码表,MDMWZBMID,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,jlgz,,,text,65535,,,,ods_cg_xtwzbm,物资编码表,JLGZ,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,jobdesc,,,text,65535,,,,ods_cg_xtwzbm,物资编码表,JOBDESC,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,businessclassification,业务分类,三位0/1分别标识是否包含物资、工程、服务业务，如110代表有物资业务和工程业务，无服务业务,varchar(3),3,,,,ods_cg_xtwzbm,物资编码表,BUSINESSCLASSIFICATION,业务分类 三位0/1分别标识是否包含物资、工程、服务业务，如110代表有物资业务和工程业务，无服务业务,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,tyrq,,,datetime,-,,,,ods_cg_xtwzbm,物资编码表,TYRQ,,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,tysj,停用时间,,datetime,-,,,,ods_cg_xtwzbm,物资编码表,TYSJ,停用时间,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,tyyy,停用原因,,varchar(250),250,,,,ods_cg_xtwzbm,物资编码表,TYYY,停用原因,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,tyrbm,停用人编码,,varchar(40),40,,,,ods_cg_xtwzbm,物资编码表,TYRBM,停用人编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,tyrmc,停用人名称,,varchar(200),200,,,,ods_cg_xtwzbm,物资编码表,TYRMC,停用人名称,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,ycxwzbz,是否为一次性物料,0 非一次性；1 一次性,char(2),2,,,,ods_cg_xtwzbm,物资编码表,YCXWZBZ,是否为一次性物料：0 非一次性；1 一次性,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zdr,制单人编码,,varchar(36),36,,,,ods_cg_xtwzbm,物资编码表,zdr,制单人编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zdrmc,制单人名称,,varchar(64),64,,,,ods_cg_xtwzbm,物资编码表,zdrmc,制单人名称,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zddwbm,制单单位编码,,varchar(32),32,,,,ods_cg_xtwzbm,物资编码表,zddwbm,制单单位编码,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zddwmc,制单单位名称,,varchar(64),64,,,,ods_cg_xtwzbm,物资编码表,zddwmc,制单单位名称,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,zdsj,制单时间,,varchar(64),64,,,,ods_cg_xtwzbm,物资编码表,zdsj,制单时间,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,shsj,审核通过时间,,varchar(64),64,,,,ods_cg_xtwzbm,物资编码表,SHSJ,审核通过时间,
供应链管理部,供应链管理,dwd_gyl_xtwzbm,物资编码表,lastutd,最后更新日期,,datetime,,,,,ods_cg_xtwzbm,物资编码表,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,lbbm,类别编码,,varchar(80),80,PK,,,ods_cg_xtwzlb,,LBBM,类别编码,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,lbmc,类别名称,,varchar(255),255,,,,ods_cg_xtwzlb,,LBMC,类别名称,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,jlxz,,,varchar(160),160,,,,ods_cg_xtwzlb,,JLXZ,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,jldw,,,varchar(160),160,,,,ods_cg_xtwzlb,,JLDW,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,jldw2,,,varchar(160),160,,,,ods_cg_xtwzlb,,JLDW2,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,nouse,是否停用,,varchar(16),16,,,,ods_cg_xtwzlb,,NOUSE,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,xlbbm,,,varchar(160),160,,,,ods_cg_xtwzlb,,XLBBM,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,bc,,,"decimal(8,3)",-,,,,ods_cg_xtwzlb,,BC,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,cbde,,,"decimal(14,4)",-,,,,ods_cg_xtwzlb,,CBDE,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,cbrq,,,datetime,-,,,,ods_cg_xtwzlb,,CBRQ,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,yhbm,用户编码,,varchar(80),80,,,,ods_cg_xtwzlb,,YHBM,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,rq,日期,,datetime,-,,,,ods_cg_xtwzlb,,RQ,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,sfsb,,,varchar(32),32,,,,ods_cg_xtwzlb,,SFSB,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,xbz,,,varchar(16),16,,,,ods_cg_xtwzlb,,XBZ,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,gyfyl,,,"decimal(16,6)",-,,,,ods_cg_xtwzlb,,GYFYL,,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,bz,备注,,text,65535,,,,ods_cg_xtwzlb,,BZ,备注,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,sbwzbz,设备物资标志,0-物资 1-设备,varchar(16),16,,,,ods_cg_xtwzlb,,SBWZBZ,设备物资标志:0-物资 1-设备,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,sfjc,是否集采,(0-否;1-是),varchar(16),16,,,,ods_cg_xtwzlb,,SFJC,是否集采(0-否;1-是),
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,gbbm,国标代码,,varchar(180),180,,,,ods_cg_xtwzlb,,GBBM,国标代码,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,gbmc,国标名称,,varchar(260),260,,,,ods_cg_xtwzlb,,GBMC,国标名称,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,wzlb,物资类别,（其他取系统基础编码中的计划物资类别，中煤是ERP计划物资类别，如：设备）,varchar(160),160,,,,ods_cg_xtwzlb,,WZLB,物资类别（其他取系统基础编码中的计划物资类别，中煤是ERP计划物资类别，如：设备）,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,xgsj,物资类别修改或创建时间,,datetime,-,,,,ods_cg_xtwzlb,,MODIFIEDTIME,物资类别修改或创建时间,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,businessclassification,业务分类,三位0/1分别标识是否是物资、工程、服务业务，100-物资 010-工程 001-服务,varchar(6),6,,,,ods_cg_xtwzlb,,BUSINESSCLASSIFICATION,业务分类 三位0/1分别标识是否是物资、工程、服务业务，100-物资 010-工程 001-服务,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,lbdl,类别编码大类,"2位，函数索引列,SUBSTR(LBBM, 1, 2)",varchar(2),2,,,,ods_cg_xtwzlb,,LBDL,"类别编码大类，2位，函数索引列,SUBSTR(LBBM, 1, 2)",
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,lbzl,类别编码中类,"4位，函数索引列,SUBSTR(LBBM, 1, 4)",varchar(4),4,,,,ods_cg_xtwzlb,,LBZL,"类别编码中类，4位，函数索引列,SUBSTR(LBBM, 1, 4)",
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,tslbjc,特殊类别简称,,varchar(200),200,,,,ods_cg_xtwzlb,,TSLBJC,特殊类别简称,
供应链管理部,供应链管理,dwd_gyl_xtwzlb,,lastupdatedtime,最后更新日期,,datetime,,,,,ods_cg_xtwzlb,,lastupdatedtime,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,fjbh,,,varchar(64),64,PK,,,ods_cg_xtxxfj,,FJBH,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,fjml,,,varchar(255),255,,,,ods_cg_xtxxfj,,FJML,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,fjmc,,,varchar(255),255,,,,ods_cg_xtxxfj,,FJMC,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,fjlx,,,varchar(255),255,,,,ods_cg_xtxxfj,,FJLX,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywbm,业务编码,,varchar(255),255,,,,ods_cg_xtxxfj,,YWBM,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk01,,,varchar(255),255,,,,ods_cg_xtxxfj,,YWPK01,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk02,,,varchar(255),255,,,,ods_cg_xtxxfj,,YWPK02,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk03,,,varchar(255),255,,,,ods_cg_xtxxfj,,YWPK03,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk04,是否需要签章,0-不需要签章；1-需要签章,varchar(255),255,,,,ods_cg_xtxxfj,,YWPK04,0-不需要签章；1-需要签章,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk05,,,varchar(255),255,,,,ods_cg_xtxxfj,,YWPK05,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk06,,,varchar(255),255,,,,ods_cg_xtxxfj,,YWPK06,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk07,,,varchar(255),255,,,,ods_cg_xtxxfj,,YWPK07,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk08,,,text,65535,,,,ods_cg_xtxxfj,,YWPK08,,
